mission_time_S,MOOStime_S,x_M,y_M,depth_M,heading_DEG,speed_M/S,drift_x_M/S,drift_y_M/S,consum_nominal_WH,consum_propulsion_WH,consum_communication_WH,consum_total_WH,duration_estimation_DAYS,time_drifting_S,time_thrusting_S,time_drifting_ratio_%,distance_drifting_M,distance_thrusting_M,distance_total_M,distance_drifting_ratio_%,deploy
start_MOOStime_S
7184459643.945734
5.686016082763672,7184459649.63175,71,34,100,293.1134309,0,0,0,0.003027921518,0.1670721944,0,0.1701001159,0.2994451448,0,0,0,0,0,0,-nan,0
10.70189666748047,7184459654.647631,71,34,100,339.4087276,0,0,0,0.005121138493,0.2608727773,0,0.2659939158,0.282694673,0,0,0,0,0,0,-nan,0
15.71426582336426,7184459659.66,71,34,100,339.6872673,0,0,0,0.007215803067,0.2608727773,0,0.2680885804,0.4163442967,0,0,0,0,0,0,-nan,0
20.73618125915527,7184459664.681915,71,34,100,340.054129,0,0,0,0.009314737717,0.2608727773,0,0.270187515,0.5029162291,0,0,0,0,0,0,-nan,0
25.74621105194092,7184459669.691945,71,34,100,340.7525875,0,0,0,0.01119368792,0.2608727773,0,0.2720664652,0.5884545867,0,0,0,0,0,0,-nan,0
30.75268077850342,7184459674.698415,71,34,100,341.4518965,0,0,0,0.01328266223,0.2608727773,0.0006666666667,0.2748221062,0.7148338471,0,0,0,0,0,0,-nan,0
35.76196575164795,7184459679.7077,71,34,100,342.0498399,0,0,0,0.0153790013,0.2608727773,0.0006666666667,0.2769184453,0.7966486909,0,0,0,0,0,0,-nan,0
40.76998043060303,7184459684.715714,70.98392362,34.01063803,100,342.6473233,0,-0.04477777026,0.02963025667,0.0174820737,0.2608727773,0.0006666666667,0.2790215177,0.9208843935,0,0,0,0.0192773898,0,0.0192773898,1,0
45.77805137634277,7184459689.723785,70.75853065,34.15998692,100,342.8723383,0,-0.04476889226,0.0297028576,0.01956930041,0.2608727773,0.0006666666667,0.2811087444,1.000119164,0,0,0,0.289660611,0,0.289660611,1,0
50.78750038146973,7184459694.733234,70.53348811,34.30945839,100,342.948942,0,-0.04474872574,0.02976792773,0.02165676077,0.2608727773,0.0006666666667,0.2831962047,1.120986397,0,0,0,0.5598195893,0,0.5598195893,1,0
55.80129051208496,7184459699.747025,70.30983476,34.45832072,100,343.0915616,0,-0.04473663256,0.02981207099,0.02375879963,0.2608727773,0.0006666666667,0.2852982436,1.198036202,0,0,0,0.8284844702,0,0.8284844702,1,0
60.81152153015137,7184459704.757256,70.0827198,34.60990734,100,343.3875383,0,-0.04471528139,0.02987865679,0.02585133115,0.2608727773,0.001333333333,0.2880574418,1.312659807,0,0,0,1.101540728,0,1.101540728,1,0
65.82156562805176,7184459709.7673,69.85992982,34.75898817,100,343.673002,0,-0.04470097602,0.02993746905,0.0279389449,0.2608727773,0.001333333333,0.2901450555,1.386665613,0,0,0,1.369608769,0,1.369608769,1,0
70.83089065551758,7184459714.77662,69.63231891,34.91158789,100,344.0025937,0,-0.0446877621,0.02998895428,0.03003319462,0.2608727773,0.001333333333,0.2922393053,1.501065825,0,0,0,1.643640538,0,1.643640538,1,0
75.84075164794922,7184459719.786486,69.40931988,35.06154173,100,344.3156098,0,-0.0446634942,0.03008423829,0.03212737044,0.2608727773,0.001333333333,0.2943334811,1.572524602,0,0,0,1.912368534,0,1.912368534,1,0
80.856201171875,7184459724.801935,69.18472327,35.2129639,100,344.8037022,0,-0.04465205624,0.03014275575,0.03421731035,0.2608727773,0.001333333333,0.296423421,1.683937869,0,0,0,2.183241785,0,2.183241785,1,0
85.86602115631104,7184459729.811755,68.95938163,35.36521733,100,345.5480263,0,-0.04463616674,0.03021036632,0.03641590476,0.2608727773,0.001333333333,0.2986220154,1.752832097,0,0,0,2.455197612,0,2.455197612,1,0
90.87318134307861,7184459734.818911,68.73168157,35.51945868,100,346.7305414,0,-0.04462400003,0.03027720621,0.03850421786,0.2608727773,0.002,0.3013769952,1.858456488,0,0,0,2.730220739,0,2.730220739,1,1
95.88307571411133,7184459739.82881,68.50631653,35.67236796,100,348.0013688,0,-0.04462400003,0.03027720621,0.04060511708,0.2608727773,0.002,0.3034778944,1.925319143,0,0,0,3.002563628,0,3.002563628,1,1
100.8926753997803,7184459744.838405,68.28194338,35.82463228,100,10.10844263,0,-0.04462183226,0.03029465061,0.04269396464,0.2875947825,0.002,0.3322887472,1.867454046,100.8602095,2.956390381e-05,99.99997069,3.273723604,0,3.273723604,1,1
105.9041061401367,7184459749.84984,68.07344189,35.99329305,99.99113398,38.86604613,0.08,-0.04462183226,0.03029465061,0.04471413891,0.3879215468,0.002,0.4346356857,1.483398973,100.8602095,5.561990738,94.77365556,3.490583836,0.05814432987,3.548728166,0.9836154455,1
110.9764003753662,7184459754.922134,69.86591874,38.2530426,98.93185912,44.80890764,0.91,-0.04460296453,0.03041670477,0.04680212418,0.4261753216,0.002,0.4749774458,1.433784602,100.8602095,5.561990738,94.77365556,3.490583836,2.952924017,6.443507853,0.5417210494,1
115.9875507354736,7184459759.933285,72.72863478,41.47122792,97.34503047,45.93545504,0.55,-0.04460296453,0.03041670477,0.049004306,0.5344646838,0.002,0.5854689898,1.204550879,100.8602095,5.561990738,94.77365556,3.490583836,7.260901397,10.75148523,0.3246606176,1
120.9983053207397,7184459764.944039,73.45479616,42.53413715,96.8698029,46.64763352,0.16,-0.04459060211,0.03051112227,0.05109264135,0.5396085379,0.002666666667,0.593367846,1.24955282,100.8602095,5.561990738,94.77365556,3.490583836,8.551306485,12.04189032,0.2898700904,1
