mission_time_S,MOOStime_S,metric_total_dist_M,metric_mean_dist_M,deploy
start_MOOStime_S
8620979724.767675
5.536548614501953,8620979730.304224,0,0,0
10.54494094848633,8620979735.312616,0,0,0
15.5537223815918,8620979740.321398,0,0,0
20.56058311462402,8620979745.328259,2959.679664,295.9679664,0
25.56737327575684,8620979750.335049,6264.115191,391.5071995,0
30.57465553283691,8620979755.342331,8693.207269,434.6603634,0
35.5811824798584,8620979760.348858,8693.207269,434.6603634,0
40.58707237243652,8620979765.354748,8693.096031,434.6548015,0
45.59286689758301,8620979770.360542,8692.970632,434.6485316,0
50.59824562072754,8620979775.365921,8692.903401,434.64517,0
55.64364624023438,8620979780.411322,8692.852065,434.6426032,1
60.66092491149902,8620979785.4286,8692.723417,434.6361708,1
65.67423629760742,8620979790.441912,8692.642757,434.6321378,1
70.69502449035645,8620979795.462694,8684.600849,434.2300424,1
76.16404342651367,8620979800.931719,8668.786106,433.4393053,1
81.22788619995117,8620979805.995556,8618.815377,430.9407689,1
86.24109077453613,8620979811.008766,8568.867027,428.4433514,1
91.24879837036133,8620979816.016474,8516.399297,425.8199649,1
96.54796409606934,8620979821.315639,8432.821738,421.6410869,1
101.7356281280518,8620979826.503304,8334.659077,416.7329538,1
106.7423706054688,8620979831.510046,8251.943288,412.5971644,1
111.7535953521729,8620979836.521271,8219.876118,410.9938059,1
116.7609901428223,8620979841.528666,8171.914315,408.5957158,1
121.7688484191895,8620979846.536524,8089.635401,404.4817701,1
126.7799110412598,8620979851.547586,7998.682357,399.9341179,1
131.7870426177979,8620979856.554718,7953.65141,397.6825705,1
136.796802520752,8620979861.564478,7903.458428,395.1729214,1
141.8038024902344,8620979866.571478,7856.371951,392.8185976,1
146.8633995056152,8620979871.631075,7804.522016,390.2261008,1
151.8720798492432,8620979876.639755,7728.130688,386.4065344,1
156.9797954559326,8620979881.747471,7670.172722,383.5086361,1
161.9914932250977,8620979886.759163,7630.412894,381.5206447,1
167.0014629364014,8620979891.769138,7578.74844,378.937422,1
172.0104541778564,8620979896.77813,7516.235806,375.8117903,1
177.0200996398926,8620979901.787775,7438.323159,371.916158,1
182.0308094024658,8620979906.798477,7388.061073,369.4030536,1
187.0439529418945,8620979911.811623,7315.591606,365.7795803,1
192.0972785949707,8620979916.864954,7263.561309,363.1780654,1
197.1292266845703,8620979921.896902,7189.812085,359.4906043,1
202.1393222808838,8620979926.906998,7121.853607,356.0926803,1
207.1463947296143,8620979931.91407,7053.779143,352.6889572,1
212.1540603637695,8620979936.921736,6972.071099,348.6035549,1
217.1969814300537,8620979941.964657,6884.958288,344.2479144,1
222.7050800323486,8620979947.472755,6827.798494,341.3899247,1
227.711555480957,8620979952.479231,6739.79628,336.989814,1
232.732027053833,8620979957.499702,6695.705201,334.78526,1
237.7380542755127,8620979962.50573,6623.78939,331.1894695,1
242.7470951080322,8620979967.514771,6546.717877,327.3358939,1
247.7849712371826,8620979972.552641,6442.694426,322.1347213,1
252.7945041656494,8620979977.56218,6375.508509,318.7754255,1
257.8567276000977,8620979982.624403,6274.241885,313.7120942,1
262.9365310668945,8620979987.704206,6192.006987,309.6003493,1
267.950891494751,8620979992.718567,6135.465532,306.7732766,1
272.9823246002197,8620979997.749994,6087.086919,304.3543459,1
277.9922657012939,8620980002.759941,6009.871044,300.4935522,1
283.0602416992188,8620980007.827917,5956.582968,297.8291484,1
288.0764656066895,8620980012.844133,5863.652056,293.1826028,1
293.0988674163818,8620980017.866543,5788.186829,289.4093415,1
298.1072883605957,8620980022.874964,5730.106868,286.5053434,1
303.1755485534668,8620980027.943224,5645.52296,282.276148,1
308.2541332244873,8620980033.021809,5591.93167,279.5965835,1
313.3212299346924,8620980038.088905,5514.832775,275.7416387,1
318.3595142364502,8620980043.12719,5453.599234,272.6799617,1
323.3656520843506,8620980048.133327,5390.998929,269.5499465,1
328.5745620727539,8620980053.342237,5340.597269,267.0298634,1
333.7913837432861,8620980058.559052,5314.429743,265.7214871,1
339.0280742645264,8620980063.79575,5199.75633,259.9878165,1
344.0397796630859,8620980068.807455,5074.874613,253.7437306,1
349.0471096038818,8620980073.814785,4983.895308,249.1947654,1
354.0737895965576,8620980078.841457,4926.28791,246.3143955,1
359.1097927093506,8620980083.877468,4843.748463,242.1874231,1
364.1163120269775,8620980088.883987,4649.108669,232.4554334,1
369.1742763519287,8620980093.941952,4529.589182,226.4794591,1
374.1828060150146,8620980098.950481,4430.808872,221.5404436,1
379.1932144165039,8620980103.96089,4407.164373,220.3582186,1
384.1998176574707,8620980108.967493,4313.229337,215.6614669,1
389.2059421539307,8620980113.973618,4273.939449,213.6969724,1
394.2137470245361,8620980118.981415,4194.812444,209.7406222,1
399.2214546203613,8620980123.98913,4112.240164,205.6120082,1
404.2279872894287,8620980128.995663,4073.308043,203.6654021,1
409.245792388916,8620980134.013468,4024.518644,201.2259322,1
414.3437232971191,8620980139.111391,3947.04895,197.3524475,1
419.3503551483154,8620980144.118031,3904.787614,195.2393807,1
424.3818492889404,8620980149.149525,3838.017448,191.9008724,1
429.4120864868164,8620980154.179762,3781.444208,189.0722104,1
434.437141418457,8620980159.204817,3735.581318,186.7790659,1
439.443546295166,8620980164.211222,3625.456023,181.2728012,1
444.453540802002,8620980169.221216,3549.161891,177.4580946,1
449.4685745239258,8620980174.23625,3482.993866,174.1496933,1
454.4774761199951,8620980179.245152,3419.50753,170.9753765,1
459.4951076507568,8620980184.262783,3349.386065,167.4693033,1
464.502161026001,8620980189.269836,3321.184888,166.0592444,1
469.5115032196045,8620980194.279179,3222.361217,161.1180608,1
474.5240039825439,8620980199.291679,3171.042727,158.5521363,1
479.5327568054199,8620980204.300432,3106.150849,155.3075424,1
484.6825637817383,8620980209.450239,3048.942807,152.4471404,1
489.7213687896729,8620980214.489044,2988.679228,149.4339614,1
494.7333011627197,8620980219.500977,2943.483477,147.1741738,1
499.7791023254395,8620980224.546778,2875.607653,143.7803827,1
504.7913646697998,8620980229.55904,2823.228396,141.1614198,1
509.7983226776123,8620980234.565998,2765.500746,138.2750373,1
514.8133506774902,8620980239.581026,2706.562571,135.3281285,1
519.8425140380859,8620980244.610189,2647.996779,132.3998389,1
524.8489017486572,8620980249.616571,2586.172658,129.3086329,1
529.8553504943848,8620980254.623026,2530.62377,126.5311885,1
534.8620452880859,8620980259.629721,2490.360737,124.5180369,1
539.8690204620361,8620980264.636696,2435.274014,121.7637007,1
544.8773040771484,8620980269.644979,2398.154828,119.9077414,1
549.8847675323486,8620980274.652443,2348.020491,117.4010245,1
554.8931407928467,8620980279.660816,2316.289318,115.8144659,1
560.1558666229248,8620980284.923542,2273.269827,113.6634913,1
565.1811065673828,8620980289.948782,2239.872303,111.9936152,1
570.1916179656982,8620980294.959293,2186.746723,109.3373362,1
575.2238292694092,8620980299.991499,2144.917412,107.2458706,1
580.2445621490479,8620980305.012238,2103.237168,105.1618584,1
585.2536220550537,8620980310.021297,2063.164996,103.1582498,1
590.2637825012207,8620980315.031458,2022.577505,101.1288753,1
595.2783298492432,8620980320.046005,1988.608122,99.43040612,1
600.289608001709,8620980325.057283,1956.373391,97.81866955,1
605.2985038757324,8620980330.066179,1926.517907,96.32589535,1
610.3049716949463,8620980335.072647,1894.322375,94.71611876,1
615.3112258911133,8620980340.078901,1866.513301,93.32566507,1
620.3240222930908,8620980345.091698,1844.464244,92.22321218,1
625.3408145904541,8620980350.10849,1812.780967,90.63904835,1
630.3671169281006,8620980355.134792,1787.04476,89.352238,1
635.3761386871338,8620980360.143814,1740.364339,87.01821697,1
640.4290332794189,8620980365.196709,1704.785432,85.23927158,1
645.4353313446045,8620980370.203007,1673.278351,83.66391753,1
650.5042209625244,8620980375.271896,1633.650055,81.68250276,1
655.579195022583,8620980380.34687,1596.99372,79.84968602,1
660.5997371673584,8620980385.367413,1554.359583,77.71797913,1
665.6069221496582,8620980390.374598,1505.662604,75.2831302,1
670.6130237579346,8620980395.380699,1450.443373,72.52216866,1
675.6198711395264,8620980400.387547,1395.624491,69.78122456,1
680.6870880126953,8620980405.454758,1351.761854,67.58809272,1
685.7170581817627,8620980410.484734,1313.512288,65.67561442,1
690.727668762207,8620980415.495344,1262.059542,63.10297709,1
695.7925510406494,8620980420.560226,1209.510548,60.47552738,1
700.7983570098877,8620980425.566032,1168.390519,58.41952593,1
705.8808364868164,8620980430.648512,1101.243249,55.06216246,1
710.8879146575928,8620980435.65559,1081.55788,54.077894,1
715.8957252502441,8620980440.663401,1040.609988,52.03049939,1
720.9020233154297,8620980445.669699,1013.112311,50.65561557,1
725.9087295532227,8620980450.676405,992.1119456,49.60559728,1
730.9145412445068,8620980455.682217,977.8920795,48.89460397,1
735.9220695495605,8620980460.689745,963.1173776,48.15586888,1
740.978910446167,8620980465.746586,951.5087674,47.57543837,1
745.9879322052002,8620980470.755608,934.5259265,46.72629633,1
750.9943332672119,8620980475.762009,910.8781691,45.54390846,1
756.0184211730957,8620980480.786097,898.0061868,44.90030934,1
761.0257205963135,8620980485.793396,887.8344783,44.39172392,1
766.0486621856689,8620980490.816338,878.4325152,43.92162576,1
771.0614585876465,8620980495.829134,872.6774583,43.63387291,1
776.0680561065674,8620980500.835732,858.856868,42.9428434,1
781.074821472168,8620980505.842497,837.3885596,41.86942798,1
786.1962184906006,8620980510.963894,810.0697603,40.50348802,1
791.2212905883789,8620980515.988966,787.7949927,39.38974964,1
796.3404560089111,8620980521.108131,756.5370452,37.82685226,1
801.357349395752,8620980526.125025,726.6223715,36.33111858,1
806.3724498748779,8620980531.140125,715.0025417,35.75012709,1
811.3798389434814,8620980536.147514,685.4850353,34.27425176,1
816.3864479064941,8620980541.154123,661.1034355,33.05517177,1
821.3938159942627,8620980546.161491,640.1353223,32.00676611,1
826.4784660339355,8620980551.246141,628.0786025,31.40393012,1
831.4876747131348,8620980556.25535,618.0815659,30.90407829,1
