mission_time_S,MOOStime_S,metric_total_dist_M,metric_mean_dist_M,deploy
start_MOOStime_S
14368234094.95089
5.886379241943359,14368234100.83727,0,0,0
10.89891052246094,14368234105.8498,0,0,0
15.91068077087402,14368234110.86157,0,0,0
20.92229843139648,14368234115.87319,0,0,0
25.93349075317383,14368234120.88438,0,0,0
30.94321060180664,14368234125.8941,0,0,0
35.95256042480469,14368234130.90345,0,0,0
41.00538063049316,14368234135.95627,6974.637099,410.2727705,0
46.01743125915527,14368234140.96832,7589.037346,421.6131859,0
51.02825927734375,14368234145.97915,8786.025628,439.3012814,0
56.04505157470703,14368234150.99594,8786.025628,439.3012814,0
61.05506134033203,14368234156.00594,8785.999373,439.2999687,0
66.12661933898926,14368234161.07751,8785.991978,439.2995989,0
71.13690948486328,14368234166.08779,8785.952987,439.2976494,0
76.22361946105957,14368234171.17451,8785.819014,439.2909507,1
81.24340057373047,14368234176.19429,8785.733791,439.2866896,1
86.26590156555176,14368234181.21679,8790.024088,439.5012044,1
91.27416038513184,14368234186.22504,8801.410598,440.0705299,1
96.2881908416748,14368234191.23908,8845.208838,442.2604419,1
101.2991104125977,14368234196.25,8892.077294,444.6038647,1
106.3094596862793,14368234201.26035,8957.168064,447.8584032,1
111.3191909790039,14368234206.27007,9000.194536,450.0097268,1
116.3307800292969,14368234211.28167,9027.700792,451.3850396,1
121.4826908111572,14368234216.43358,9076.641828,453.8320914,1
126.5456504821777,14368234221.49654,9124.916476,456.2458238,1
131.5560894012451,14368234226.50698,9144.923256,457.2461628,1
136.5733013153076,14368234231.52419,9155.065763,457.7532882,1
141.7136116027832,14368234236.6645,9167.573748,458.3786874,1
146.7234992980957,14368234241.67439,9173.235908,458.6617954,1
151.8152923583984,14368234246.76618,9164.280993,458.2140496,1
156.8306903839111,14368234251.78158,9143.042209,457.1521104,1
161.8424110412598,14368234256.7933,9120.036487,456.0018243,1
166.8916110992432,14368234261.8425,9101.907611,455.0953805,1
171.9270820617676,14368234266.87797,9057.354679,452.867734,1
176.9516220092773,14368234271.90251,9012.617267,450.6308633,1
181.9609107971191,14368234276.9118,8988.761654,449.4380827,1
186.9772205352783,14368234281.92811,8914.376259,445.7188129,1
191.9921092987061,14368234286.943,8834.119895,441.7059947,1
197.0049514770508,14368234291.95584,8796.040476,439.8020238,1
202.0205097198486,14368234296.9714,8704.526341,435.2263171,1
207.069299697876,14368234302.02018,8629.413232,431.4706616,1
212.09739112854,14368234307.04828,8567.925585,428.3962792,1
217.1672706604004,14368234312.11815,8460.86436,423.043218,1
222.1798000335693,14368234317.13069,8429.779552,421.4889776,1
227.1904811859131,14368234322.14137,8340.518986,417.0259493,1
232.2019195556641,14368234327.15281,8245.23511,412.2617555,1
237.211540222168,14368234332.16243,8215.59121,410.7795605,1
242.2220687866211,14368234337.17296,8115.740334,405.7870167,1
247.2313423156738,14368234342.18222,8034.878054,401.7439027,1
252.240270614624,14368234347.19116,7942.382439,397.1191219,1
257.2500095367432,14368234352.2009,7850.226811,392.5113406,1
262.3215408325195,14368234357.27243,7805.530469,390.2765234,1
267.4271392822266,14368234362.37803,7706.480843,385.3240421,1
272.4461612701416,14368234367.39705,7635.550743,381.7775371,1
277.4602394104004,14368234372.41113,7556.156635,377.8078318,1
282.4726619720459,14368234377.42355,7442.102864,372.1051432,1
287.4981689453125,14368234382.44906,7360.490144,368.0245072,1
292.5093803405762,14368234387.46027,7274.178755,363.7089378,1
297.5314407348633,14368234392.48233,7179.636848,358.9818424,1
302.5405616760254,14368234397.49145,7146.474823,357.3237411,1
307.5549697875977,14368234402.50586,7039.212491,351.9606245,1
312.5650196075439,14368234407.51591,6956.255985,347.8127993,1
317.5763816833496,14368234412.52727,6878.77218,343.938609,1
322.5861206054688,14368234417.53701,6831.574887,341.5787443,1
327.5970993041992,14368234422.54799,6746.939302,337.3469651,1
332.7216014862061,14368234427.67249,6662.826452,333.1413226,1
337.7490100860596,14368234432.6999,6620.523307,331.0261654,1
342.7628307342529,14368234437.71372,6532.933228,326.6466614,1
347.775369644165,14368234442.72626,6426.677787,321.3338893,1
352.7958602905273,14368234447.74675,6335.644213,316.7822106,1
357.8104591369629,14368234452.76135,6287.093857,314.3546929,1
362.820011138916,14368234457.7709,6207.177055,310.3588528,1
367.8304615020752,14368234462.78135,6098.412847,304.9206424,1
372.8610916137695,14368234467.81198,6060.698489,303.0349244,1
377.8884391784668,14368234472.83933,5980.248254,299.0124127,1
383.0383491516113,14368234477.98924,5907.597213,295.3798606,1
388.0625114440918,14368234483.0134,5876.108222,293.8054111,1
393.149341583252,14368234488.10023,5767.75011,288.3875055,1
398.1819305419922,14368234493.13282,5661.097688,283.0548844,1
403.2075500488281,14368234498.15844,5584.313567,279.2156784,1
408.2192001342773,14368234503.17009,5536.488764,276.8244382,1
413.2396488189697,14368234508.19054,5443.423759,272.171188,1
418.338020324707,14368234513.28891,5383.571055,269.1785527,1
423.3706512451172,14368234518.32154,5264.133439,263.206672,1
428.4882698059082,14368234523.43916,5227.416866,261.3708433,1
433.4980907440186,14368234528.44898,5119.48671,255.9743355,1
438.5113410949707,14368234533.46223,5027.923205,251.3961603,1
443.6201915740967,14368234538.57107,4944.079351,247.2039676,1
448.7284908294678,14368234543.67938,4895.365362,244.7682681,1
