mission_time_S,MOOStime_S,x_M,y_M,depth_M,heading_DEG,speed_M/S,drift_x_M/S,drift_y_M/S,consum_nominal_WH,consum_propulsion_WH,consum_communication_WH,consum_total_WH,duration_estimation_DAYS,time_drifting_S,time_thrusting_S,time_drifting_ratio_%,distance_drifting_M,distance_thrusting_M,distance_total_M,distance_drifting_ratio_%,deploy
start_MOOStime_S
14368212785.6158
5.618251800537109,14368212791.23405,40,94,100,331.6014011,0,0,0,0.004427470366,0.2296864319,0,0.2341139023,0.3235616567,0,0,0,0,0,0,-nan,0
10.63256072998047,14368212796.24836,40,94,100,339.9717221,0,0,0,0.006629401048,0.270068868,0,0.276698269,0.3615903319,0,0,0,0,0,0,-nan,0
15.64240074157715,14368212801.2582,40,94,100,340.5397398,0,0,0,0.008724207083,0.270068868,0,0.2787930751,0.4889599984,0,0,0,0,0,0,-nan,0
20.65499114990234,14368212806.27079,40,94,100,341.4530179,0,0,0,0.01061115106,0.270068868,0,0.2806800191,0.5739630891,0,0,0,0,0,0,-nan,0
25.68446159362793,14368212811.30026,40,94,100,342.446608,0,0,0,0.01283737421,0.270068868,0.0006666666667,0.2835729089,0.6958288384,0,0,0,0,0,0,-nan,0
30.69473075866699,14368212816.31052,40,94,100,343.3194979,0,0,0,0.01493610064,0.270068868,0.0006666666667,0.2856716353,0.7756891605,0,0,0,0,0,0,-nan,0
35.70799255371094,14368212821.32379,40,94,100,344.4090459,0,0,0,0.01703868548,0.270068868,0.0006666666667,0.2877742201,0.8974488046,0,0,0,0,0,0,-nan,0
40.71977233886719,14368212826.33556,40,94,100,345.1417548,0,0,0,0.01903878609,0.270068868,0.0006666666667,0.2897743208,0.975148071,0,0,0,0,0,0,-nan,0
45.7492618560791,14368212831.36506,40,94,100,345.7191164,0,0,0,0.02114146868,0.270068868,0.0006666666667,0.2918770034,1.09243972,0,0,0,0,0,0,-nan,0
50.80204010009766,14368212836.41784,40,94,100,346.2126315,0,0,0,0.02323996464,0.270068868,0.0006666666667,0.2939754993,1.167443568,0,0,0,0,0,0,-nan,0
55.8129997253418,14368212841.4288,40,94,100,346.8382425,0,0,0,0.02546948989,0.270068868,0.001333333333,0.2968716912,1.278732126,0,0,0,0,0,0,-nan,0
60.82321166992188,14368212846.43901,40,94,100,347.5618329,0,0,0,0.02766591787,0.270068868,0.001333333333,0.2990681192,1.351063522,0,0,0,0,0,0,-nan,0
65.84103202819824,14368212851.45683,40,94,100,348.1965755,0,0,0,0.02944496552,0.270068868,0.001333333333,0.3008471669,1.423718605,0,0,0,0,0,0,-nan,0
70.88788986206055,14368212856.50369,40,94,100,348.9668088,0,0,0,0.03153953234,0.270068868,0.001333333333,0.3029417337,1.533394049,0,0,0,0,0,0,-nan,0
75.90333938598633,14368212861.51914,40,94,100,349.6958663,0,0,0,0.03373733918,0.270068868,0.001333333333,0.3051395405,1.640874003,0,0,0,0,0,0,-nan,0
80.95168113708496,14368212866.56748,39.88011427,94.09216842,100,350.6607364,0,-0.04049328425,0.03113132798,0.03582991838,0.270068868,0.001333333333,0.3072321197,1.709801438,0,0,0,0.1512203831,0,0.1512203831,1,0
86.03924942016602,14368212871.65505,39.67523584,94.25010637,100,351.8133499,0,-0.04058925266,0.03135470693,0.03803609848,0.270068868,0.002,0.3101049665,1.810939103,0,0,0,0.4099086106,0,0.4099086106,1,0
91.05707168579102,14368212876.67287,39.46937269,94.40922168,100,353.4446502,0,-0.04062565644,0.03146268059,0.04002288977,0.270068868,0.002,0.3120917578,1.87708088,0,0,0,0.6700957238,0,0.6700957238,1,0
96.13093185424805,14368212881.74673,39.26438077,94.56805117,100,355.0518781,0,-0.04067912714,0.03162634343,0.04213450432,0.270068868,0.002,0.3142033723,1.980479864,0,0,0,0.9294189095,0,0.9294189095,1,0
101.2078914642334,14368212886.82369,39.05655877,94.72970849,100,356.5384755,0,-0.04074981717,0.03183051456,0.04431984584,0.270068868,0.002,0.3163887138,2.043791161,0,0,0,1.192711726,0,1.192711726,1,0
106.2220497131348,14368212891.83785,38.8514695,94.89017445,100,357.8066096,0,-0.04079206515,0.03196709506,0.04641211351,0.270068868,0.002,0.3184809815,2.144468176,0,0,0,1.453117129,0,1.453117129,1,0
111.2354393005371,14368212896.85124,38.64595617,95.05150739,100,358.8650508,0,-0.04087133137,0.03220029822,0.0483999006,0.270068868,0.002,0.3204687686,2.20644989,0,0,0,1.714391062,0,1.714391062,1,0
116.3154315948486,14368212901.93123,38.44663899,95.20860681,100,359.6415568,0,-0.04091228033,0.03231039904,0.05053193013,0.270068868,0.002666666667,0.3232674648,2.299177179,0,0,0,1.96817754,0,1.96817754,1,0
121.3274421691895,14368212906.94324,38.229846,95.37981869,100,0.8902408624,0,-0.04091228033,0.03231039904,0.05263168653,0.270068868,0.002666666667,0.3253672212,2.358543582,0,0,0,2.244425088,0,2.244425088,1,0
126.3389892578125,14368212911.95479,38.02411289,95.54261703,100,286.7874434,0,-0.04095463804,0.0324351105,0.05483012756,0.3772159322,0.002666666667,0.4347127264,1.849418998,126.3769684,4.077638626,96.87428545,2.50677874,0,2.50677874,1,1
131.3491611480713,14368212916.96496,37.81730137,95.70640689,100,210.3466092,0,-0.04104836664,0.03270383765,0.05682647228,0.5049819946,0.002666666667,0.5644751336,1.467556433,126.3769684,9.380058289,93.09055412,2.770593299,0,2.770593299,1,1
136.3593711853027,14368212921.97517,37.5903992,95.7744352,99.95822121,189.2476918,0.2,-0.04104836664,0.03270383765,0.05901094039,0.5966737331,0.002666666667,0.6583513402,1.31335123,126.3769684,14.35045815,89.80265717,2.958208731,0.1165610372,3.074769769,0.9620911333,1
141.3687019348145,14368212926.9845,37.14255458,93.41284067,99.03301223,184.5078568,0.83,-0.04114036175,0.03296773327,0.06085944255,0.6233457029,0.002666666667,0.6868718122,1.294343001,126.3769684,18.70739746,87.10584883,2.958208731,2.523679043,5.481887775,0.5396332163,1
146.3852920532227,14368212932.00109,36.64626668,89.2269506,97.44260146,183.1341287,0.9,-0.04114036175,0.03296773327,0.0629480354,0.7104432515,0.003333333333,0.7767246203,1.175752499,126.3769684,23.79553032,84.15453527,2.958208731,6.739014139,9.697222871,0.3050573108,1
151.5569725036621,14368212937.17277,36.36071195,85.88892468,96.16912387,174.8231978,0.43,-0.04123021265,0.03320920039,0.06511277755,0.7975792212,0.003333333333,0.8660253321,1.096571664,126.3769684,29.08010864,81.29380199,2.958208731,10.09018715,13.04839588,0.2267105289,1
156.5759315490723,14368212942.19173,36.63891389,82.91182513,95.00593359,169.3175021,0.84,-0.04123021265,0.03320920039,0.06721229156,0.8338827129,0.003333333333,0.9044283378,1.090522904,126.3769684,34.13710976,78.73263819,2.958208731,13.08278222,16.04099095,0.1844155851,1
161.6221103668213,14368212947.23791,37.28346943,78.95879544,93.47222711,167.4214927,0.91,-0.04195972494,0.03393522049,0.06941951195,0.9239890871,0.003333333333,0.9967419324,1.013815631,126.3769684,39.26313972,76.29611561,2.958208731,17.08827505,20.04648378,0.1475674619,1
166.7103099822998,14368212952.32611,37.98076786,75.20551543,92.00559966,166.2314404,0.74,-0.04195972494,0.03393522049,0.07151409864,1.000913558,0.003333333333,1.07576099,0.973415472,126.3769684,44.43272972,73.98699827,2.958208731,20.90579565,23.86400438,0.1239611209,1
171.7772922515869,14368212957.39308,38.63151609,71.94738529,90.71902216,165.3465867,0.74,-0.04316033944,0.03488944662,0.07364156564,1.054908144,0.003333333333,1.131883042,0.946609575,126.3769684,49.43128967,71.88340854,2.958208731,24.22830801,27.18651674,0.1088116127,1
176.7872505187988,14368212962.40305,39.19480546,69.20678808,89.62132595,164.3600881,0.55,-0.04316033944,0.03488944662,0.07575067838,1.08954685,0.004,1.169297529,0.9475974809,126.3769684,54.78212929,69.76021078,2.958208731,27.02621093,29.98441966,0.09865819532,1
