mission_time_S,MOOStime_S,x_M,y_M,depth_M,heading_DEG,speed_M/S,drift_x_M/S,drift_y_M/S,consum_nominal_WH,consum_propulsion_WH,consum_communication_WH,consum_total_WH,duration_estimation_DAYS,time_drifting_S,time_thrusting_S,time_drifting_ratio_%,distance_drifting_M,distance_thrusting_M,distance_total_M,distance_drifting_ratio_%,deploy
start_MOOStime_S
11494602213.72708
5.602144241333008,11494602219.32922,40,50,100,318.9699645,0,0,0,0.003561559518,0.2008073934,0,0.2043689529,0.2528274904,0,0,0,0,0,0,-nan,0
10.6129207611084,11494602224.34,40,50,100,340.2692067,0,0,0,0.005464332104,0.2683627828,0,0.2738271149,0.3224957569,0,0,0,0,0,0,-nan,0
15.62539291381836,11494602229.35247,40,50,100,340.8199936,0,0,0,0.007767325242,0.2683627828,0,0.276130108,0.4072917277,0,0,0,0,0,0,-nan,0
20.63702392578125,11494602234.3641,40,50,100,341.5931746,0,0,0,0.009870247841,0.2683627828,0,0.2782330306,0.5341901517,0,0,0,0,0,0,-nan,0
25.65560913085938,11494602239.38269,40,50,100,342.6029205,0,0,0,0.01187556664,0.2683627828,0,0.2802383494,0.6163399701,0,0,0,0,0,0,-nan,0
30.69076919555664,11494602244.41785,40,50,100,343.550149,0,0,0,0.01409825404,0.2683627828,0.0006666666667,0.2831277035,0.738250436,0,0,0,0,0,0,-nan,0
35.70479202270508,11494602249.43186,40,50,100,344.2765796,0,0,0,0.01599707762,0.2683627828,0.0006666666667,0.2850265271,0.8185830653,0,0,0,0,0,0,-nan,0
40.72232055664062,11494602254.4494,40,50,100,344.8666107,0,0,0,0.01808257103,0.2683627828,0.0006666666667,0.2871120205,0.9392180087,0,0,0,0,0,0,-nan,0
45.75090408325195,11494602259.47798,40,50,100,345.151643,0,0,0,0.02018860658,0.2683627828,0.0006666666667,0.289218056,1.015872848,0,0,0,0,0,0,-nan,0
50.7630558013916,11494602264.49013,40,50,100,345.2365553,0,0,0,0.02239151955,0.2683627828,0.0006666666667,0.291420969,1.132672072,0,0,0,0,0,0,-nan,0
55.77190399169922,11494602269.49898,40,50,100,345.343385,0,0,0,0.02440429926,0.2683627828,0.0006666666667,0.2934337487,1.207841816,0,0,0,0,0,0,-nan,0
60.87930488586426,11494602274.60638,40,50,100,345.6147031,0,0,0,0.02649698019,0.2683627828,0.001333333333,0.2961930963,1.319401203,0,0,0,0,0,0,-nan,0
66.05987167358398,11494602279.78695,40,50,100,345.9413239,0,0,0,0.02879716635,0.2683627828,0.001333333333,0.2984932825,1.43127374,0,0,0,0,0,0,-nan,0
71.07098388671875,11494602284.79806,39.98361803,50.01199271,100,346.3166216,0,-0.04266214945,0.03123158033,0.03090783119,0.2683627828,0.001333333333,0.3006039473,1.50203673,0,0,0,0.02030256646,0,0.02030256646,1,0
76.08161735534668,11494602289.8087,39.76997345,50.16855644,100,346.6707865,0,-0.04269175197,0.03131890411,0.03300764322,0.2683627828,0.001333333333,0.3027037594,1.611973318,0,0,0,0.2851727592,0,0.2851727592,1,0
81.09904861450195,11494602294.82613,39.55632481,50.32550803,100,347.2670903,0,-0.04270638124,0.03140760724,0.03510011276,0.2683627828,0.001333333333,0.3047962289,1.680077745,0,0,0,0.5502756635,0,0.5502756635,1,0
86.11004066467285,11494602299.83712,39.36156262,50.46900185,100,347.9797681,0,-0.04271406138,0.03150204624,0.03698188384,0.2683627828,0.001333333333,0.306678,1.748321707,0,0,0,0.7921905197,0,0.7921905197,1,0
91.15193748474121,11494602304.87902,39.14759604,50.62708271,100,349.1335983,0,-0.0427265808,0.03159695451,0.03918364525,0.2683627828,0.002,0.309546428,1.849344661,0,0,0,1.058219206,0,1.058219206,1,0
96.16592788696289,11494602309.89301,38.93003806,50.78826583,100,50.46130582,0,-0.04273392928,0.03166289231,0.0412869072,0.3492238871,0.002,0.3925107943,1.520155925,95.0259037,3.292631149,96.65105755,1.328980118,0,1.328980118,1,1
